content,score,source,app,clean_review
good yyyyy,5,PlayStore,Vedantu,good yyyyy
Zabardast app for NEET Jee,5,PlayStore,Vedantu,zabardast app for neet jee
last year I studied by vedantu and surprisingly I got 454 marks in 10th board,5,PlayStore,Vedantu,last year i studied by vedantu and surprisingly i got  marks in th board
bad 👎 aap 😠😠,5,PlayStore,Vedantu,bad  aap 
what do you expect it is excellent. I love the staff and the teachers and everything let's just say my life is set to be in the high stages due to this beautiful college/ app.,5,PlayStore,Vedantu,what do you expect it is excellent i love the staff and the teachers and everything lets just say my life is set to be in the high stages due to this beautiful college app
very good 🙏,4,PlayStore,Vedantu,very good 
ok for use to prepare mains preperation thanks to vedantu,5,PlayStore,Vedantu,ok for use to prepare mains preperation thanks to vedantu
When you select the offline course the faculty is worst as they give no holidays and they talk to you softly before admission but after admission the faculty is rude especially in the southern states branches. If you get low marks they demotivate you instead of giving motivation.,1,PlayStore,Vedantu,when you select the offline course the faculty is worst as they give no holidays and they talk to you softly before admission but after admission the faculty is rude especially in the southern states branches if you get low marks they demotivate you instead of giving motivation
this app is very good teachers are very polite and friendly 10/10 wort it app Great! 😊 thnks,5,PlayStore,Vedantu,this app is very good teachers are very polite and friendly  wort it app great  thnks
"bad app that I use don't purchased any course, because it didn't fullfilling their conditions",1,PlayStore,Vedantu,bad app that i use dont purchased any course because it didnt fullfilling their conditions
useful for vedantu student,5,PlayStore,Vedantu,useful for vedantu student
good teachers,4,PlayStore,Vedantu,good teachers
Great application 👍🏻,5,PlayStore,Vedantu,great application 
this is such a wonderful app for jee aspirants like me it is very budget friendly it is actually helps very much for my jee preparation,5,PlayStore,Vedantu,this is such a wonderful app for jee aspirants like me it is very budget friendly it is actually helps very much for my jee preparation
it's very helpful for me.... teaching method is very helpful and good,5,PlayStore,Vedantu,its very helpful for me teaching method is very helpful and good
Good app for free learning,5,PlayStore,Vedantu,good app for free learning
amazing really helpful for future leaders,5,PlayStore,Vedantu,amazing really helpful for future leaders
four stars is because u changed the teacher soo suddenly without valid reasons 😭 otherwise the app and the course is perfect,4,PlayStore,Vedantu,four stars is because u changed the teacher soo suddenly without valid reasons  otherwise the app and the course is perfect
excellent material,5,PlayStore,Vedantu,excellent material
Great app for learning & competitive exams,5,PlayStore,Vedantu,great app for learning  competitive exams
a great platform to study joined the DNA batch and my skills are improving neet journey there no lag I am so happy to study in vedantu,5,PlayStore,Vedantu,a great platform to study joined the dna batch and my skills are improving neet journey there no lag i am so happy to study in vedantu
this is the best app for class 6th,5,PlayStore,Vedantu,this is the best app for class th
My son installed it on his phone said it really helped him😊.,5,PlayStore,Vedantu,my son installed it on his phone said it really helped him
It is a good app for learning,5,PlayStore,Vedantu,it is a good app for learning
I have one small problem. That is I need NCERT book based worksheets for all subjects for 6th standard,4,PlayStore,Vedantu,i have one small problem that is i need ncert book based worksheets for all subjects for th standard
very good all teacher are good and all concepts are crystal clear,5,PlayStore,Vedantu,very good all teacher are good and all concepts are crystal clear
